idf_rank,term,idf,doc_freq,doc_freq%
576,turmeric,5.792423430732513,420,0.3
577,lemons,5.7915602455257025,450,0.32
578,boneless_skinless_chicken_breast_halves,5.789836107167563,3142,2.25
579,bread,5.787255460574071,442,0.32
580,butter brown_sugar,5.776998960406882,748,0.54
581,purpose_flour salt,5.776148981605178,351,0.25
582,cayenne,5.770219273421503,465,0.33
583,mushroom,5.7559632667854705,538,0.39
584,maple_syrup,5.755130973770301,418,0.3
585,almond_extract,5.746021179921404,358,0.26
586,cooking_spray,5.74519711724601,838,0.6
587,sugar baking_powder,5.7394476147547495,11194,8.02
588,eggs vanilla,5.737810953178282,1714,1.23
589,cooked_chicken,5.732103640498991,919,0.66
590,fresh_thyme,5.7256206356209125,1176,0.84
591,shallots,5.724813207236312,870,0.62
592,italian_seasoning,5.72239482637203,914,0.65
593,swiss_cheese,5.710389880275207,449,0.32
594,lemon _juice_of,5.708800054821107,326,0.23
595,ground_coriander,5.706420045764296,2624,1.88
596,flour sugar,5.704836514158651,2574,1.84
597,beef_broth,5.701676953868283,568,0.41
598,apples,5.7008886211510665,312,0.22
599,evaporated_milk,5.697741490308047,336,0.24
600,cold_water,5.693039287286611,3297,2.36
601,chicken,5.690696451384839,622,0.45
602,warm_water,5.68758118406789,1298,0.93
603,hot_sauce,5.686027182201155,1585,1.14
604,skim_milk,5.67906390454901,857,0.61
605,cucumber,5.678293191601419,872,0.62
606,red_pepper,5.677523072194854,1904,1.36
607,fresh_mushrooms,5.676753545415826,1544,1.11
608,yellow_onion,5.666803214562658,353,0.25
609,_pepper,5.654691030152208,375,0.27
610,salt_ _pepper,5.654691030152208,871,0.62
611,tabasco_sauce,5.654691030152208,934,0.67
612,sesame_seeds,5.651685768686745,447,0.32
613,lime,5.650186518031104,811,0.58
614,butter onion,5.636054635393234,336,0.24
615,egg_yolks,5.629429657168921,951,0.68
616,white_vinegar,5.62357740930314,488,0.35
617,chocolate_chips,5.617759211072152,573,0.41
618,ground_cloves,5.6141399526878395,394,0.28
619,fat,5.611253947798704,849,0.61
620,cream_of_mushroom_soup,5.6033601141999725,456,0.33
621,fresh_lime_juice,5.602645573262104,526,0.38
622,banana,5.5877569607683535,448,0.32
623,scallions,5.582842945965925,613,0.44
624,black_beans,5.547751626154654,1680,1.2
625,and half,5.5470757221072935,52940,37.91
626,peanut_butter,5.541013056181445,839,0.6
627,salt sugar,5.532986257231992,943,0.68
628,butter flour,5.527670630097605,2992,2.14
629,nuts,5.527670630097605,1510,1.08
630,salt butter,5.526346126592714,446,0.32
631,bay_leaves,5.514503882936392,948,0.68
632,salt fresh_ground_black_pepper,5.511239106938253,561,0.4
633,cream,5.505389236502293,966,0.69
634,reduced,5.504093899533608,458,0.33
635,cheese,5.49764226425212,1533,1.1
636,mushrooms,5.4950732198076775,785,0.56
637,onion garlic,5.494431988621871,489,0.35
638,semi sweet_chocolate_chips,5.487405450609833,839,0.6
639,cider_vinegar,5.482326074609812,390,0.28
640,chicken_breasts,5.479164516491083,809,0.58
641,seasoning_salt,5.478533402554073,437,0.31
642,red_pepper_flakes,5.477902686670661,368,0.26
643,sweet_chocolate_chips,5.474126722461126,8640,6.19
644,breadcrumbs,5.4697393760315,1500,1.07
645,lean_ground_beef,5.461642165798881,460,0.33
646,feta_cheese,5.459782853208697,402,0.29
647,garlic_salt,5.450537795064646,310,0.22
648,basil,5.446252511494319,630,0.45
649,boiling_water,5.434712753920249,607,0.43
650,shortening,5.432902798675009,3440,2.46
651,sharp_cheddar_cheese,5.430494609672526,1830,1.31
652,bananas,5.42449938787863,1328,0.95
653,salsa,5.419728955456838,560,0.4
654,semi,5.407901496469592,9527,6.82
655,white_pepper,5.402039814973261,410,0.29
656,purpose_flour baking_powder,5.399704729265414,945,0.68
657,white_wine,5.390418533689244,1427,1.02
658,monterey_jack_cheese,5.385807574511171,1799,1.29
659,eggs milk,5.384083931453006,322,0.23
660,olive_oil onion,5.382936484396529,1584,1.13
661,ground_nutmeg,5.380645532649973,570,0.41
662,dry_mustard,5.370967119498057,312,0.22
663,crushed_red_pepper_flakes,5.3613814808347,1700,1.22
664,whipping_cream,5.35913932742901,1570,1.12
665,light_brown_sugar,5.357461005356735,480,0.34
666,thyme,5.351331144981198,1887,1.35
667,sea_salt,5.351331144981198,1332,0.95
668,egg_whites,5.349111388242885,1125,0.81
669,flour salt,5.346343603470159,1238,0.89
670,curry_powder,5.345238630982041,1662,1.19
671,salt_ _freshly_ground_black_pepper,5.334255544190944,488,0.35
672,whole_wheat_flour,5.334255544190944,1658,1.19
673,sugar eggs,5.332618436049044,334,0.24
674,dry_white_wine,5.332073328376784,314,0.22
675,sesame_oil,5.303599742160008,1092,0.78
676,red_wine_vinegar,5.294635801304652,1296,0.93
677,half and,5.294111004651307,659,0.47
678,bay_leaf,5.2935864832650354,1154,0.83
679,confectioners _sugar,5.291491144625181,695,0.5
680,_sugar,5.291491144625181,346,0.25
681,confectioners,5.291491144625181,7291,5.22
682,_freshly_ground_black_pepper,5.286271926096897,316,0.23
683,green_bell_pepper,5.263116788158342,5604,4.01
684,fresh_ground_pepper,5.262608270476395,400,0.29
685,half,5.236515470552616,675,0.48
686,white_sugar,5.215926507974995,620,0.44
687,and,5.202911139862925,713,0.51
688,vinegar,5.199564256509216,377,0.27
689,dried_basil,5.199564256509216,576,0.41
690,diced_tomatoes,5.192903908386679,338,0.24
691,flour baking_powder,5.183935238403919,520,0.37
692,cilantro,5.157959752000658,749,0.54
693,fresh_basil,5.153391448030279,593,0.42
694,lime_juice,5.144768748814404,27509,19.7
695,ginger,5.142511920955141,314,0.22
696,ground_ginger,5.138013487818279,1220,0.87
697,dried_thyme,5.132641944016369,585,0.42
698,onion_powder,5.127743247958722,1080,0.77
699,butter sugar,5.121101647277502,583,0.42
700,_juice_of,5.104471067049672,504,0.36
701,balsamic_vinegar,5.079185811678546,708,0.51
702,buttermilk,5.069080462526624,1833,1.31
703,ground_black_pepper,5.05328628549387,727,0.52
704,ketchup,5.042213791809352,428,0.31
705,low,5.035304599520274,2591,1.86
706,onion garlic_cloves,5.030859249706427,614,0.44
707,cumin,5.001065586227649,342,0.24
708,chicken_stock,4.998720002665928,797,0.57
709,fresh_cilantro,4.998720002665928,920,0.66
710,fresh_ginger,4.998329606408774,320,0.23
711,canola_oil,4.993656700709382,425,0.3
712,tomato_paste,4.993268275767617,1591,1.14
713,red_bell_pepper,4.993268275767617,795,0.57
714,green_pepper,4.987846109113916,320,0.23
715,oregano,4.987459934171871,329,0.24
716,sugar salt,4.986688031393289,864,0.62
717,boneless_skinless_chicken_breasts,4.979001598469132,393,0.28
718,baking_powder baking_soda,4.975180424541809,1089,0.78
719,raisins,4.97403691383973,1256,0.9
720,zucchini,4.9585385881268,1328,0.95
721,tomato_sauce,4.95255502502383,326,0.23
722,orange_juice,4.9333520715815595,534,0.38
723,heavy_cream,4.871308430370252,426,0.31
724,salt black_pepper,4.842841581012755,341,0.24
725,mozzarella_cheese,4.826273938968483,393,0.28
726,dried_oregano,4.812242055942348,1799,1.29
727,margarine,4.794576589326807,416,0.3
728,powdered_sugar,4.793940052067887,2574,1.84
729,kosher_salt,4.773781889172299,377,0.27
730,fresh_lemon_juice,4.7558580471549226,2681,1.92
731,red_onion,4.74580158574591,313,0.22
732,pecans,4.736445851290429,7046,5.05
733,walnuts,4.735545085578721,319,0.23
734,dijon_mustard,4.714754315909647,489,0.35
735,green_onion,4.703937078433188,369,0.26
736,salt_,4.703355683067974,1157,0.83
737,ground_beef,4.679804910524217,397,0.28
738,green_onions,4.650160681652384,397,0.28
739,baking_soda salt,4.6381090430457865,312,0.22
740,nutmeg,4.6194975820314195,5170,3.7
741,ground_cumin,4.6038536198762054,384,0.27
742,granulated_sugar,4.599915056297277,424,0.3
743,lemon,4.568698797921717,316,0.23
744,carrot,4.5623688616069575,325,0.23
745,baking_powder salt,4.560099857734203,682,0.49
746,cayenne_pepper,4.54758718196818,8350,5.98
747,potatoes,4.545847835027001,340,0.24
748,ground_cinnamon,4.535720540863764,418,0.3
749,carrots,4.533756386046201,715,0.51
750,bacon,4.510482608273902,365,0.26
751,parsley,4.501655162189027,6038,4.32
752,chili_powder,4.497625288298664,432,0.31
753,fresh_ground_black_pepper,4.475862407627298,665,0.48
754,extra_virgin_olive_oil,4.444866307258334,848,0.61
755,cornstarch,4.410673056658748,8680,6.22
756,fresh_parsley,4.391768089762638,474,0.34
757,worcestershire_sauce,4.355408046021948,524,0.38
758,chicken_broth,4.342562523280231,362,0.26
759,unsalted_butter,4.296051716469233,752,0.54
760,paprika,4.293347968201827,528,0.38
761,mayonnaise,4.253459871537808,2094,1.5
762,soy_sauce,4.215458753359194,786,0.56
763,garlic_clove,4.209411065058272,3331,2.39
764,celery,4.208347612281692,1285,0.92
765,cheddar_cheese,4.206577700315233,21179,15.17
766,cream_cheese,4.182640154799902,565,0.4
767,onions,4.167220969751513,324,0.23
768,honey,4.141707669146448,1087,0.78
769,vanilla_extract,4.140879374557553,860,0.62
770,oil,4.1137623912267465,382,0.27
771,tomatoes,3.9865158155384317,315,0.23
772,garlic_powder,3.983115897261213,806,0.58
773,sour_cream,3.9523399530669003,1785,1.28
774,cinnamon,3.878859087620255,644,0.46
775,black_pepper,3.839138616985933,364,0.26
776,vanilla,3.8167365177122243,328,0.23
777,lemon_juice,3.800464408571635,768,0.55
778,salt pepper,3.7825994930240547,1710,1.22
779,vegetable_oil,3.777981080473646,381,0.27
780,baking_soda,3.7602835243254464,2060,1.48
781,parmesan_cheese,3.703206850157264,1370,0.98
782,salt_and_pepper,3.684882977830318,1730,1.24
783,egg,3.5818551555985754,821,0.59
784,all purpose_flour,3.5642120553096452,408,0.29
785,all,3.5524673417716035,461,0.33
786,baking_powder,3.5461437171615904,1141,0.82
787,purpose_flour,3.523650559832599,318,0.23
788,brown_sugar,3.4820963635848523,1830,1.31
789,garlic,3.4808974253578224,4872,3.49
790,pepper,3.3264777935857652,323,0.23
791,garlic_cloves,3.2217115138570818,807,0.58
792,milk,3.164780617109419,365,0.26
793,flour,3.1460526677887106,579,0.41
794,olive_oil,2.9644559669486177,474,0.34
795,eggs,2.9290882316285014,336,0.24
796,water,2.8860604697100563,1312,0.94
797,onion,2.766285923516523,413,0.3
798,sugar,2.6245682349468336,364,0.26
799,butter,2.4081502668335784,388,0.28
800,salt,1.9699397239541112,2665,1.91
